name,affiliation
Sergio Chavez,Rice University
Sergio Greco,University of Calabria
Sergiy Butenko,Texas A&M University
Serhad Sarica,Singapore University of Technology and Design
Serpil Tokdemir Yuce,University of Arkansas
Sethuraman Panchanathan,Arizona State University
Seunghoo Lim,International University of Japan
Seyed Mohammad Taheri,Sharif University of Technology
Seyed Mohsen Ebadi Jokandan,Islamic Azad University
Seyyed Hadi Sajadi,Sharif University of Technology
Sha Zhao,Zhejiang University
Shahadat Uddin,University of Sydney
Shahla Nemati,Shahrekord University
Shajulin Benedict,Indian Institute of Information Technology
Shakked Lev,University of Haifa
Shalini Priya,IIT Patna
Shamik Sural,IIT Kharagpur
Shamkant B. Navathe,Georgia Institute of Technology
Shampy Kamboj,Amity University
Shancang Li,University of the West of England
Shanfeng Wang,Xidian University
Shankar Bhamidi,University of North Carolina
Shanqing Yu,Zhejiang University
Shanshan Wei,Harbin Institute of Technology
Shaohua Wan,Zhongnan University of Economics and Law
Shaojie Tang,University of Texas at Dallas
Shaowen Yu,China University of Petroleum
Shaowu Liu,University of Technology Sydney
Shaoxiong Ji,Aalto University
Sharath Hiremagalore,George Mason University
Sharique Hasan,Stanford University
Sharon Goldwater,University of Edinburgh
Shasha Li,Zhejiang University
Shaurya Agarwal,California State University at Los Angeles
Shavak Agarwal,BITS Pilani
Shawn Dorius,Iowa State University
Shayok Chakraborty,Florida State University
Sheena Iyengar,Columbia University
Shenghua Liu,Chinese Academy of Sciences
Shenglong Zhu,University of Notre Dame
Shengyu Huang,Arizona State University
Sherali Zeadally,University of Kent
Sherief Abdallah,University of Edinburgh
Shie Mannor,IBM
Shigemi Kagawa,Kyushu University
Shijian Li,Zhejiang University
Shijing Shen,Zhejiang University
Shilei Wang,Yanshan University
Shimaa M. El-Sherif,University of Calgary
Shin-Kap Han,University of Illinois at Urbana-Champaign
Shiping Wang,Fuzhou University
Shiqing Wu,University of Tasmania
Shira Offer,Bar-Ilan University
Shirui Pan,Monash University
Shiyan Hu,Michigan Technological University
Sho Tsugawa,University of Tsukuba
Shoaib Jameel,University of Essex
Shohei Shimizu,Shiga University
Shonali Krishnaswamy,Institute for Infocomm Research (I2R)
Shou-De Lin,National Taiwan University
Shou-Fei Han,Nanjing University
Shravika Mittal,Indraprastha Institute of Information Technology Delhi
Shreejay Nair,Arizona State University
Shrisha Rao,International Institute of Information Technology
Shu-Sen Zhang,Renmin University of China
Shuai Cao,China University of Petroleum
Shuai Li 0002,Swansea University
Shuai Liu 0002,New York Institute of Technology
Shuai Wang 0005,Chinese Academy of Sciences
Shuangshuang Han,Chinese Academy of Sciences
Shufang Wang,Henan Polytechnic University
Shuhan Yuan,University of Arkansas
Shui Yu,University of Technology Sydney
Shuiqiao Yang,University of Technology Sydney
Shujuan Ji,Shandong University
Shuning Huang,Soochow University
Shunsuke Okamoto,Kyushu University
Shuo Chen 0006,Nanyang Technological University
Shuo Liu 0005,Institute of Forensic Science
Shuo Yan,Chinese Academy of Sciences
Shuo Yu,Dalian University of Technology
Shuofeng Wang,Tsinghua University
Shuowei Chen,UESTC
Shuqi Xu,UESTC
Shuyang Gu,Texas A&M University
Shuyi Lu,Shanghai Normal University
Shyh-Kang Jeng,National Taiwan University
Shyhtsun Felix Wu,University of California - Davis
SiYa Yao,Tongji University
Sibel Adali,Rensselaer Polytechnic Institute
Siddhartha Bhattacharyya,University of Illinois at Chicago
Siegfried Müller,Technical University of Munich
Sigal Sina,Bar Ilan University
Sijia Xiao,Georgia Institute of Technology
Sijian Lv,Hunan University
Silivanxay Phetsouvanh,Nanyang Technological University
Silke Adam,University of Bern
Silvia Snidero,University of Torino
Silvio Romero de Lemos Meira,UFPE
Simi Wang,University of North Carolina
Simo Järvelä,Aalto University
Simon Bourigault,CNRS
Simon DeDeo,Carnegie Mellon University
Simon Rodan,San José State University
Simona Bignami-Van Assche,Harvard University
Simona Doboli,Hofstra University
Siwei Liao,Huazhong University of Science and Technology
Siyu Sun,Tsinghua University
Siyun Peng,Indiana University
Skyler J. Cranmer,Ohio State University
Smita Ghosh,University of Texas at Dallas
Soheil Jamshidi,University of Oregon
Somanath Tripathy,IIT Patna
Somang Nam,University of Toronto
Song Guo 0001,The Hong Kong Polytechnic University
Songhua Xu,New Jersey Institute of Technology
Songyang Wu,Chongqing University
Sonja Opper,Lund University
Sonja Pointner,Institute of Sociology
Soo Yong Lim,National Taipei University
Soon Ae Chun,City University of New York
Soon-Gyo Jung,Qatar Computing Research Institute
Soong Moon Kang,University College London
Sorin Adam Matei,Purdue University
Soumajit Pramanik,IIT Kharagpur
Soumajyoti Sarkar,Arizona State University
Soumi Dutta,Indian Institute of Engineering Science and Technology
Soumya K. Ghosh 0001,IIT Kharagpur
Sourabh Prakash,Indian Institute of Information Technology
Sourav Kumar Dandapat,IIT Patna
Spiro Maroulis,Arizona State University
Spyros Sioutas,Ionian University
Sreeja Nair 0002,University of South Florida
Sreekanth Madisetty,IIT Hyderabad
Sridhar Mandyam,International Institute of Information Technology
Srinath Srinivasa,International Institute of Information Technology
Srinivas K. Reddy,Singapore Management University
Srinka Basu,Jadavpur University
Sriparna Saha 0001,IIT Patna
Srivatsa Ramesh Jayashree,IIT Patna
Sruthy Agnisarman,Clemson University
Stamatios Giannoulakis,Cyprus University of Technology
Stan Matwin,Dalhousie University
Stanley Wasserman,University of Illinois at Urbana-Champaign
Stavros Souravlas,University of Macedonia
Stef Van Puyenbroeck,KU Leuven
Stefan Thurner,University of Vienna
Stefanie Bailey,Stanford University
Stefano Nasini,CNRS
Stefano Tasselli,Erasmus University Rotterdam
Stefanos Antaris,KTH Royal Institute of Technology
Stellan Ohlsson,University of Illinois at Chicago
Stephan Günnemann,Technical University of Munich
Stephanie Thiemichen,University of Munich
Stephen G. Eubank,Los Alamos National Laboratory
Stephen J. Walsh,University of North Carolina
Stephen L. France,Mississippi State University
Stephen P. Borgatti,University of Kent
Stephen R. Corman,Arizona State University
Stephen Tang 0001,Liverpool John Moores University
Stergios Chairistanidis,Free University
Steve McDonald,North Carolina State University
Steve T. K. Jan,Virginia Tech
Steve Webb,Georgia Institute of Technology
Steven Laan,University of Amsterdam
Steven M. Chermak,Michigan State University
Steven M. Giles,Wake forest University
Steven M. Goodreau,University of Washington
Steven P. Dow,University of California - San Diego
Steven R. Corman,Arizona State University
Steven Rytina,McGill University
Sthita Pragyan Pujari,IIT Bhubaneswar
Stijn Ruiter,Utrecht University
Stuart W. Shulman,University of Massachusetts
Stéphan Clémençon,CNRS
Stéphane Faulkner,University of Namur
Stéphane Helleringer,Johns Hopkins University
Stéphane Legendre,CNRS
Su Deng,National University of Defense Technology
Subhadeep Chakraborty,University of Tennessee
Subhash Chandra Pujari,Graz University of Technology
Subhasis Chakraborty,RCC Institute of Information Technology
Subhasis Thakur,National University of Ireland
Subhayan Bhattacharya,Jadavpur University
Subrata Nandi,National Institute of Technology
Sucheta Soundarajan,Syracuse University
Suchi Kumari,Bennett University
Sudhanshu Kumar 0002,IIT Roorkee
Sudheer Dhulipalla,Arizona State University
Sudhir B. Kylasa,Purdue University
Sudip Misra,IIT Kharagpur
Sujogya Banerjee,Arizona State University
Sujoy Saha,National Institute of Technology
Sukru Tikves,Arizona State University
Suman Kalyan Maity,Western University
Suman Kundu,Wrocław University of Science and Technology
Sumanth Patil,Utah State University
Sumeet Dua,Louisiana Tech University
Sumit Goswami,IIT Kharagpur
Sung-Ju Lee,KAIST
Surbhi Bhatia,King Faisal University
Surendra Sedhai,Nanyang Technological University
Suresh Venkatasubramanian,University of Utah
Surya Nepal,CSIRO
Susan Banducci,University of Exeter
Susan Bastani,Alzahra University
Susan C. Herring,University of Indiana Bloomington
Susan C. Weller,University of Texas Medical Branch
Susan Cotts Watkins,University of Pennsylvania
Susan Gasson,Drexel University
Susan T. Ennett,University of North Carolina
Susanna Zaccarin,University of Trieste
Susanta Chakraborty,Indian Institute of Engineering Science and Technology
Sushant S. Khopkar,State University of New York at Buffalo
Susumu Shirayama,University of Tokyo
Suzhen Huang,Central South University
Sven Banisch,Bielefeld University
Svitlana Volkova,Pacific Northwest National Laboratory
Swarup Chattopadhyay,Indian Statistical Institute
Swastik Brahma,Tennessee State University
Syed Khairuzzaman Tanbeer,University of Manitoba
Sylvain Lecomte,CNRS
Symeon Papavassiliou,University of Athens
Sze-Chuan Suen,University of Southern California
Sérgio Endrigo Ferreira,UFPE
Sören Petermann,Ruhr-University Bochum
T. M. G. Tennakoon,Queensland University of Technology
Tackseung Jun,Kyung Hee University
Tadeusz Sozanski,Institute of Sociology
Taesik Gong,KAIST
Taha Yasseri,University of Oxford
Tahereh Dehdarirad,University of Barcelona
Tahereh Kamali,University of Waterloo
Tai-Chi Wang,Academia Sinica
Taiane de Paula Ferreira,Universidade Estadual Paulista
Taketoshi Yoshida,Japan Advanced Institute of Science and Technology
Tal Spalter,Tel Aviv University
Taleb Khafaei,Islamic Azad University
Tamar Yogev,University of Haifa
Tamara Sumner,University of Colorado
Tamir Tassa,Open University
Tamás Vinkó,University of Szeged
Tanay Kumar Saha,Indiana University
Tanay Mehta,Northeastern University
Tanima Dutta,IIT (BHU) Varanasi
Tanja Nitschke,University of Karlsruhe (TH)
Tanmoy Chakraborty 0002,Indraprastha Institute of Information Technology Delhi
Tanujit Chakraborty,Indian Institute of Engineering Science and Technology
Tanya Araújo,Technical University of Lisbon
Tanya Menon,Ohio State University
Tanya Y. Berger-Wolf,University of Illinois at Chicago
Tao Li 0001,Florida International University
Tao Tang 0007,Dalian University of Technology
Tapan Chowdhury,Indian Institute of Engineering Science and Technology
Tapan Kumar Saha,University of Queensland
Tara Safavi,University of Michigan
Tarek El-Ganainy,Khalifa University
Tarik Crnovrsanin,University of California - Davis
Tasos Dagiuklas,London South Bank University
Tayfun Tuna,University of Houston
Ted Mouw,University of North Carolina
Terrence D. Jorgensen,University of Amsterdam
Terry D. Clark,Creighton University
Tetsuya Yoshida,Hokkaido University
Thanasis Loukopoulos,University of thessaly
Thang N. Dinh,Virginia Commonwealth University
Themis Palpanas,Paris Descartes University
Theo A. Arentze,Eindhoven University of Technology
Theo Lins,Federal University of Minas Gerais
Theo van Tilburg,Vrije University Amsterdam
Thierry Delot,CNRS
Thierry Marchant,Ghent University
Thijs A. Velema,Sun Yat-Sen University
Thirunavukarasu Balasubramaniam,Queensland University of Technology
Thomas F. Oltmanns,Washington University in St. Louis
Thomas Gautschi,University of Bern
Thomas Grund,University College Dublin
Thomas Häussler,University of Bern
Thomas J. Fararo,University of Pittsburgh
Thomas Lux,University of Kiel
Thomas Magelinski,Carnegie Mellon University
Thomas Mandl 0001,University of Hildesheim
Thomas Marcoux,University of Arkansas
Thomas N. Friemel,IPM
Thomas Rotolo,Washington State University
Thomas Scherngell,AIT Austrian Institute of Technology GmbH
Thomas U. Grund,Univeristy College Dublin
Thomas V. Pollet,University of Groningen
Thomas W. Valente,University of Southern California
Tian Zheng,Columbia University
Tian-Yun Chang,Vanderbilt University
Tianchong Gao,Indiana University
Tianlong Gu,Guilin University of Electronic Technology
Tianlu Gao,Wuhan University
Tianqing Zhu,Deakin University
Tianrui Li 0001,Southwest Jiaotong University
Tianshu Lyu,Peking University
Tianxi Ji,Case Western Reserve University
Tianyu Qiu,Institute of Smart Healthcare Systems
Tianze Gao,Northwest Normal University
Tijs A. van den Broek,University of Twente
Tim Weninger,University of Notre Dame
Timo R. Nyberg,Aalto University
Timothy J. Brazill,Mercer University
Tina Kogovsek,University of Ljubljana
Ting Luo,Manchester Metropolitan University
Tingnan Lin,Rutgers University
Tiphaine Viard,CNRS
Tirthak Patel,Northeastern University
Tjeerd van Campen,Tilburg University
Tobias H. Stark,Utrecht University
Tobias Heinrich,University of South Carolina
Tobias Hoßfeld,University of Würzburg
Tobias Roth,University of Mannheim
Todd C. Lehmann,University of Michigan
Todd Lynes,University of Southampton
Todd M. Loughead,University of Windsor
Tom A. B. Snijders,University of Groningen
Tom Arjannikov,University of Victoria
Tom Decorte,University of Gent
Tom Snitch,University of Maryland - College Park
Tom Stafford 0001,Louisiana Tech University
Tom Vander Beken,Ghent University
Tomas Diviak,University of Manchester
Tomilayo Komolafe,Virginia Tech
Tomoyuki Yuasa,University of Tokyo
Tong-Ying Tony Juang,National Taipei University
Tony White,Carleton University
Toon Kuppens,Catholic University
Tore Opsahl,Imperial College London
Torin Stepan,University of Alberta
Toshiya Hanada,Kyushu University
Tracy M. Sweet,University of Maryland - College Park
Travis Coan,University of Exeter
Travis G. Tatum,Univeristy College Dublin
Trevor I. Fenner,University of London
Troy Raeder,University of Notre Dame
Tso-Jung Yen,Academia Sinica
Tsung-Ting Kuo,National Taiwan University
Tucker McGrimmon,University of South Carolina
Tudor Dumitras,University of Maryland - College Park
Tulika Saha,IIT Patna
Tun-Chieh Hsu,National Chengchi University
Tuure Tuunanen,University of Jyväskylä
Twan Burg,Tilburg University
Tyler Derr,Michigan State University
Tzu-Lung Chen,National Tsing Hua University
Tünde Cserpes,University of Illinois at Chicago
Uboho Victor,Texas A&M University
Ueli Reber,University of Bern
Ugo A. Buy,University of Illinois at Chicago
Ujjwal Maulik,Jadavpur University
Ulrik Brandes,University of Konstanz
Upul Senanayake,University of Sydney
Uraz Yavanoglu,Gazi University
Usman A. Khan,Tufts University
Usman Naseem,University of Sydney
Uttam Kumar Sarkar,Indian Institute of Management
Uwe Matzat,Eindhoven University of Technology
V. K. Narayanan,Drexel University
V. S. Subrahmanian,University of Maryland - College Park
Vaibhav Bhembre,State University of New York at Buffalo
Vairavan Murugappan,Illinois Institute of Technology
Valentin Burger,University of Würzburg
